timestamp;SID;Etapa;Subetapa;Remoto;Local
2014/08/09 00:00:00.816873 ;1917;1;0;10.5.1.106;239.255.255.250
2014/08/09 00:01:57.817068 ;1917;1;0;10.5.1.106;239.255.255.250
2014/08/09 00:01:58.818098 ;1917;1;0;10.5.1.106;239.255.255.250
2014/08/09 00:01:59.818275 ;1917;1;0;10.5.1.106;239.255.255.250
2014/08/09 00:02:00.818453 ;1917;1;0;10.5.1.106;239.255.255.250
2014/08/09 00:02:18.583818 ;2515;3;1;10.5.1.102;10.3.1.5
2014/08/09 00:02:36.438647 ;1917;1;0;10.5.1.102;239.255.255.250
2014/08/09 00:02:39.439006 ;1917;1;0;10.5.1.102;239.255.255.250
2014/08/09 00:02:42.439138 ;1917;1;0;10.5.1.102;239.255.255.250
2014/08/09 00:02:45.448127 ;1917;1;0;10.5.1.102;239.255.255.250
2014/08/09 00:02:48.448688 ;1917;1;0;10.5.1.102;239.255.255.250
2014/08/09 00:02:51.448721 ;1917;1;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:43.429634 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:43.768350 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:44.177271 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:44.236441 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:45.103519 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:45.104267 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:45.556333 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:45.667420 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:45.713395 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:45.880475 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:46.217508 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:46.271371 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:46.429534 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:46.768417 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:47.177462 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:47.236539 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:48.103944 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:48.104741 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:48.556924 ;1384;3;0;10.5.1.102;239.255.255.250
2014/08/09 00:03:48.667618 ;1384;3;0;10.5.1.102;239.255.255.250
