timestamp;SID;Etapa;Subetapa;Remoto;Local
2014/08/08 17:00:31.494023 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:31.708518 ;1917;1;0;10.5.1.106;239.255.255.250
2014/08/08 17:00:31.844318 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:32.265271 ;2570;2;0;10.5.1.104;91.189.91.13
2014/08/08 17:00:33.241912 ;2570;2;0;10.5.1.104;91.189.91.13
2014/08/08 17:00:33.314857 ;2570;2;0;10.5.1.104;91.189.91.13
2014/08/08 17:00:33.951166 ;2570;2;0;10.5.1.104;91.189.91.13
2014/08/08 17:00:34.161180 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:35.842448 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:35.842723 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:36.829250 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:36.976043 ;2570;2;0;10.5.1.104;91.189.91.13
2014/08/08 17:00:37.615503 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:38.536169 ;2570;2;0;10.5.1.104;91.189.91.13
2014/08/08 17:00:38.957672 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:39.029267 ;1917;1;0;10.5.1.108;239.255.255.250
2014/08/08 17:00:40.283718 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:41.617735 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:41.971709 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:41.972457 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:42.111734 ;100000881;3;1;91.189.91.13;10.5.1.104
2014/08/08 17:00:42.593866 ;1917;1;0;10.5.1.108;239.255.255.250
2014/08/08 17:00:42.963543 ;2570;2;0;10.5.1.104;91.189.91.13
2014/08/08 17:00:43.034725 ;2570;2;0;10.5.1.104;91.189.91.13
2014/08/08 17:00:43.252162 ;2570;2;0;10.5.1.104;91.189.91.13
2014/08/08 17:00:43.750762 ;2570;2;0;10.5.1.104;91.189.91.13
