timestamp;SID;Etapa;Subetapa;Remoto;Local
03/07-15:08:07.354091 ;585;2;0;202.77.162.213;172.16.115.20
03/07-15:08:07.359636 ;1957;2;0;202.77.162.213;172.16.115.20
03/07-15:08:07.495446 ;585;2;0;202.77.162.213;172.16.115.87
03/07-15:08:07.495714 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:08:12.500631 ;585;2;0;202.77.162.213;172.16.115.87
03/07-15:08:12.500895 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:08:17.510789 ;585;2;0;202.77.162.213;172.16.115.87
03/07-15:08:17.511004 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:08:22.520758 ;585;2;0;202.77.162.213;172.16.115.87
03/07-15:08:22.521023 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:08:27.530805 ;585;2;0;202.77.162.213;172.16.115.87
03/07-15:08:27.531023 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:08:32.540866 ;585;2;0;202.77.162.213;172.16.115.87
03/07-15:08:32.541135 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:08:37.550920 ;585;2;0;202.77.162.213;172.16.115.87
03/07-15:08:37.551855 ;402;2;0;202.77.162.213;172.16.115.87
03/07-15:08:42.560997 ;585;2;0;202.77.162.213;172.16.115.87
03/07-15:08:42.561259 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:08:47.571289 ;585;2;0;202.77.162.213;172.16.115.87
03/07-15:08:47.571586 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:08:52.581353 ;585;2;0;202.77.162.213;172.16.115.87
03/07-15:08:52.581606 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:08:57.591412 ;585;2;0;202.77.162.213;172.16.115.87
03/07-15:08:57.592266 ;402;2;0;202.77.162.213;172.16.115.87
03/07-15:09:02.601433 ;585;2;0;202.77.162.213;172.16.115.87
03/07-15:09:02.601698 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:12:09.636992 ;585;2;0;202.77.162.213;172.16.113.50
03/07-15:12:09.658687 ;585;2;0;202.77.162.213;172.16.113.105
03/07-15:12:09.658924 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:12:14.653731 ;585;2;0;202.77.162.213;172.16.113.105
03/07-15:12:14.654534 ;402;2;0;202.77.162.213;172.16.113.105
03/07-15:12:19.663766 ;585;2;0;202.77.162.213;172.16.113.105
03/07-15:12:19.664096 ;402;2;0;202.77.162.213;172.16.117.132
03/07-15:12:24.673825 ;585;2;0;202.77.162.213;172.16.113.105
03/07-15:12:24.674088 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:12:29.683860 ;585;2;0;202.77.162.213;172.16.113.105
03/07-15:12:29.684098 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:12:34.693968 ;585;2;0;202.77.162.213;172.16.113.105
03/07-15:12:34.694240 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:12:39.704024 ;585;2;0;202.77.162.213;172.16.113.105
03/07-15:12:39.704300 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:12:44.714084 ;585;2;0;202.77.162.213;172.16.113.105
03/07-15:12:44.714344 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:12:49.724143 ;585;2;0;202.77.162.213;172.16.113.105
03/07-15:12:49.724397 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:12:54.734222 ;585;2;0;202.77.162.213;172.16.113.105
03/07-15:12:54.734480 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:12:59.744371 ;585;2;0;202.77.162.213;172.16.113.105
03/07-15:12:59.744632 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:13:04.754320 ;585;2;0;202.77.162.213;172.16.113.105
03/07-15:13:04.754591 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:13:09.777667 ;585;2;0;202.77.162.213;172.16.113.148
03/07-15:13:09.778548 ;402;2;0;202.77.162.213;172.16.113.148
03/07-15:13:14.774476 ;585;2;0;202.77.162.213;172.16.113.148
03/07-15:13:14.774752 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:13:19.784629 ;585;2;0;202.77.162.213;172.16.113.148
03/07-15:13:19.784888 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:13:24.794553 ;585;2;0;202.77.162.213;172.16.113.148
03/07-15:13:24.794811 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:13:29.804667 ;585;2;0;202.77.162.213;172.16.113.148
03/07-15:13:29.804946 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:13:34.814883 ;585;2;0;202.77.162.213;172.16.113.148
03/07-15:13:34.815165 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:13:39.824820 ;585;2;0;202.77.162.213;172.16.113.148
03/07-15:13:39.825096 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:13:44.834925 ;585;2;0;202.77.162.213;172.16.113.148
03/07-15:13:44.835788 ;402;2;0;202.77.162.213;172.16.113.148
03/07-15:13:49.844862 ;585;2;0;202.77.162.213;172.16.113.148
03/07-15:13:49.845133 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:13:54.855013 ;585;2;0;202.77.162.213;172.16.113.148
03/07-15:13:54.855916 ;402;2;0;202.77.162.213;172.16.113.148
03/07-15:13:59.865092 ;585;2;0;202.77.162.213;172.16.113.148
03/07-15:13:59.865416 ;402;2;0;202.77.162.213;172.16.112.194
03/07-15:14:04.875133 ;585;2;0;202.77.162.213;172.16.113.148
03/07-15:14:04.876115 ;402;2;0;202.77.162.213;172.16.113.148
03/07-15:15:10.023115 ;585;2;0;202.77.162.213;172.16.112.10
