03/07-14:51:36.142272 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.115.5,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,9632,38,38912,8,0,2049,2574
03/07-14:51:36.142481 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.194,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10094,38,38912,0,0,2049,2574
03/07-14:51:36.522920 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.115.20,,00:10:5A:9C:B2:8E,08:00:20:89:BA:28,0x3C,,,,,,253,0,9647,38,38912,8,0,2049,6414
03/07-14:51:36.523117 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.115.20,,202.77.162.213,,08:00:20:89:BA:28,00:10:5A:9C:B2:8E,0x3C,,,,,,255,0,15899,38,38912,0,0,2049,6414
03/07-14:51:38.224662 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.115.87,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,9714,38,38912,8,0,2049,23566
03/07-14:51:38.225436 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.115.87,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10115,38,38912,0,0,2049,23566
03/07-14:51:41.955315 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.115.234,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,9861,38,38912,8,0,2049,61198
03/07-14:51:41.955526 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.194,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10144,38,38912,0,0,2049,61198
03/07-14:51:50.267161 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.113.50,,00:10:5A:9C:B2:8E,08:00:20:1B:0B:9B,0x3C,,,,,,253,0,10185,38,38912,8,0,2049,13583
03/07-14:51:50.267354 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.113.50,,202.77.162.213,,08:00:20:1B:0B:9B,00:10:5A:9C:B2:8E,0x3C,,,,,,255,0,22072,38,38912,0,0,2049,13583
03/07-14:51:51.133917 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.113.84,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,10219,38,38912,8,0,2049,22287
03/07-14:51:51.134111 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.194,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10229,38,38912,0,0,2049,22287
03/07-14:51:51.667931 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.113.105,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,10240,38,38912,8,0,2049,27663
03/07-14:51:51.668699 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.113.105,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10236,38,38912,0,0,2049,27663
03/07-14:51:52.761594 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.113.148,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,10283,38,38912,8,0,2049,38671
03/07-14:51:52.762437 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.113.148,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10246,38,38912,0,0,2049,38671
03/07-14:51:53.271311 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.113.168,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,10303,38,38912,8,0,2049,43791
03/07-14:51:53.271560 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.194,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10256,38,38912,0,0,2049,43791
03/07-14:51:53.296596 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.113.169,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,10304,38,38912,8,0,2049,44047
03/07-14:51:53.296729 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.194,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10257,38,38912,0,0,2049,44047
03/07-14:51:54.187090 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.113.204,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,10339,38,38912,8,0,2049,53007
03/07-14:51:54.187263 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.194,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10264,38,38912,0,0,2049,53007
03/07-14:51:54.263051 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.113.207,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,10342,38,38912,8,0,2049,53775
03/07-14:51:54.263207 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.194,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10267,38,38912,0,0,2049,53775
03/07-14:51:55.797145 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.112.10,,00:10:5A:9C:B2:8E,08:00:20:83:4A:82,0x3C,,,,,,253,0,10399,38,38912,8,0,2049,3072
03/07-14:51:55.797195 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.10,,202.77.162.213,,08:00:20:83:4A:82,00:10:5A:9C:B2:8E,0x34,,,,,,255,0,34823,38,38912,0,0,2049,3072
03/07-14:51:56.050265 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.112.20,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,10409,38,38912,8,0,2049,5632
03/07-14:51:56.050431 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.194,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10361,38,38912,0,0,2049,5632
03/07-14:51:56.814707 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.112.50,,00:10:5A:9C:B2:8E,08:00:20:89:A5:9F,0x3C,,,,,,253,0,10439,38,38912,8,0,2049,13312
03/07-14:51:56.814875 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.50,,202.77.162.213,,08:00:20:89:A5:9F,00:10:5A:9C:B2:8E,0x3C,,,,,,255,0,38127,38,38912,0,0,2049,13312
03/07-14:51:58.090533 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.112.100,,00:10:5A:9C:B2:8E,00:10:5A:9C:B2:54,0x3C,,,,,,253,0,10489,38,38912,8,0,2049,26112
03/07-14:51:58.090686 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.100,,202.77.162.213,,00:10:5A:9C:B2:54,00:10:5A:9C:B2:8E,0x3C,,,,,,128,0,4987,38,38912,0,0,2049,26112
03/07-14:51:58.220440 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.112.105,,00:10:5A:9C:B2:8E,00:60:B0:9B:5D:3B,0x3C,,,,,,253,0,10494,38,38912,8,0,2049,27392
03/07-14:51:58.223819 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.105,,202.77.162.213,,00:60:B0:9B:5D:3B,00:10:5A:9C:B2:8E,0x3C,,,,,,60,0,78,38,38912,0,0,2049,27392
03/07-14:51:59.339156 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.112.149,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,10538,38,38912,8,0,2049,38656
03/07-14:51:59.339355 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.194,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10397,38,38912,0,0,2049,38656
03/07-14:52:00.486236 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.112.194,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,10583,38,38912,8,0,2049,50176
03/07-14:52:00.486393 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.194,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10406,38,38912,0,0,2049,50176
03/07-14:52:00.817879 ,1,384,5,"ICMP PING",ICMP,202.77.162.213,,172.16.112.207,,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x3C,,,,,,253,0,10596,38,38912,8,0,2049,53504
03/07-14:52:00.818096 ,1,408,5,"ICMP Echo Reply",ICMP,172.16.112.194,,202.77.162.213,,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x3C,,,,,,64,0,10409,38,38912,0,0,2049,53504
